respondent_id,respondent_type,business_name,state,occupation_or_business_type,household_size,num_employees,monthly_household_income,monthly_business_revenue,energy_source,grid_hours_per_day,power_outage_hours,fuel_spend,daily_energy_spend,satisfaction,challenge,appliances,peak_energy_requirement_W,shortfall_frequency,willingness_to_pay,max_extra_hourly_fee,payment_method,payment_cycle,insufficient_action,microgrid_appeal,microgrid_factors,rental_concerns,recommend_likelihood,improvements,focus_group_interest,other_comments,photo,gps_latitude,gps_longitude,gps_altitude,gps_accuracy
ID-046,Workshop,Top Collections,"Abuja FCT, Nigeria",Repair/Services,,5-Feb,,"₦500,000–₦1,000,000",National Grid,0–4,2–4 hours,"₦1,000–₦3,000","More than ₦5,000",Dissatisfied,Unreliable availability of charged units,"Lights, Mobile phone charger, Fridge, Machinery, POS terminal",1000 W,Rarely,"₦7,000",₦300,Cash,Weekly,Rent an additional battery,Appealing,Lower rental cost due to shared surplus,"Insufficient capacity to power all devices, Difficulty/delay in exchanging batteries, Maintenance/damage responsibility",Probably would recommend,More flexibility,No,None,photo_046.jpg,9.350099158,7.712304886,530.7014353,15.41566688
ID-047,Household (non-business),,"Abuja FCT, Nigeria",Repair/Services,4,,"₦50,000–₦100,000",,National Grid,5–10,More than 6 hours,"More than ₦5,000","₦1,000–₦3,000",Satisfied,Noise or pollution (if using generator),"POS terminal, Machinery",1000 W,Every day,"₦7,000",₦500,Bank transfer,Daily,Top up with generator/fuel,Moderately appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly, Lower rental cost due to shared surplus",Maintenance/damage responsibility,Would not recommend,Better monitoring,No,I don’t know,photo_047.jpg,9.014119735,7.644698008,522.9540199,15.34933697
ID-048,Shop,Metro Foods,"Abuja FCT, Nigeria",Mobile Trader,,5-Feb,,"₦500,000–₦1,000,000",None,5–10,2–4 hours,"More than ₦5,000","₦3,000–₦5,000",Dissatisfied,Insufficient capacity to power all devices,"Lights, Mobile phone charger, POS terminal",2000 W,Rarely,"₦4,000",₦300,Bank transfer,Pay-as-you-use,Switch back to current method,Slightly appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly",Unreliable availability of charged units,Probably would recommend,Lower cost,No,None,photo_048.jpg,9.57424739,7.517485138,540.3569292,15.76344481
ID-049,Shop,Royal Ventures,"Abuja FCT, Nigeria",Retail Shop,,20-Nov,,"₦500,000–₦1,000,000",Fossil generator,0–4,Daily outages,"More than ₦5,000","More than ₦5,000",Satisfied,Unreliable availability of charged units,"Fan, TV",100 W,1–3 times per week,"₦4,000",₦1000,Bank transfer,Weekly,Top up with generator/fuel,Appealing,Reliable service (24/7 availability),"Difficulty/delay in exchanging batteries, High daily cost compared to current method",Probably would recommend,More flexibility,Yes,I don’t know,photo_049.jpg,9.044161914,7.670456154,536.1221612,16.05327209
ID-050,Shop,Golden Ventures,"Abuja FCT, Nigeria",Office/Consulting,,5-Feb,,"Above ₦1,000,000",Fossil generator,11–18,Daily outages,"₦3,000–₦5,000","₦3,000–₦5,000",Dissatisfied,Noise or pollution (if using generator),"TV, POS terminal, Machinery, Lights, Mobile phone charger",200 W,1–3 times per week,"₦6,000",₦300,POS/Mobile App,Weekly,Switch back to current method,Not appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability), Lower rental cost due to shared surplus",Unreliable availability of charged units,Definitely would recommend,Better monitoring,No,-,photo_050.jpg,9.587629422,7.260528566,519.9967935,15.59988968
ID-051,Workshop,Prime Mart,"Abuja FCT, Nigeria",Restaurant/Catering,,More than 20,,"₦250,000–₦500,000",National Grid,5–10,2–4 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Dissatisfied,Noise or pollution (if using generator),"Fan, TV, Lights, POS terminal",500 W,Every day,"₦6,000",₦1000,POS/Mobile App,Pay-as-you-use,Top up with generator/fuel,Not appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus, Reliable service (24/7 availability)","Insufficient capacity to power all devices, Difficulty/delay in exchanging batteries, Maintenance/damage responsibility",Would not recommend,Faster exchange,No,None,photo_051.jpg,9.587522969,7.786404478,517.6726665,10.2557551
ID-052,Household (non-business),,"Abuja FCT, Nigeria",Restaurant/Catering,3,,"₦50,000–₦100,000",,None,5–10,More than 6 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Dissatisfied,Unreliable availability of charged units,"POS terminal, Lights, Fan, TV",200 W,4–6 times per week,"₦6,000",₦300,Bank transfer,Weekly,Top up with generator/fuel,Not appealing,Ability to charge/discharge flexibly,Unreliable availability of charged units,Would not recommend,Better monitoring,No,-,photo_052.jpg,9.023242956,7.487086371,546.958027,12.36943478
ID-053,Workshop,Green Stores,"Abuja FCT, Nigeria",Mobile Trader,,10-Jun,,"₦500,000–₦1,000,000",National Grid,0–4,Daily outages,"More than ₦5,000","₦1,000–₦3,000",Dissatisfied,High daily cost compared to current method,"Fan, Mobile phone charger, Lights, Machinery, TV",1000 W,Every day,"₦5,000",₦300,POS/Mobile App,Weekly,Rent an additional battery,Moderately appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability)","Insufficient capacity to power all devices, High daily cost compared to current method, Maintenance/damage responsibility",Definitely would recommend,None,No,-,photo_053.jpg,9.079532799,7.232323745,535.9862895,18.42082621
ID-054,Household (non-business),,"Abuja FCT, Nigeria",Retail Shop,2,,"₦100,000–₦200,000",,Fossil generator,5–10,Daily outages,"₦1,000–₦3,000","₦1,000–₦3,000",Satisfied,Insufficient capacity to power all devices,"Fan, TV, Mobile phone charger, POS terminal",200 W,Rarely,"₦5,000",₦500,Cash,Weekly,Switch back to current method,Slightly appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus, Reliable service (24/7 availability)","Unreliable availability of charged units, Insufficient capacity to power all devices, Maintenance/damage responsibility",Probably would recommend,More flexibility,Yes,-,photo_054.jpg,9.520687683,7.44161276,512.8777374,14.24891368
ID-055,Shop,Golden Tech,"Abuja FCT, Nigeria",Workshop,,10-Jun,,"Above ₦1,000,000",Fossil generator,11–18,More than 6 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very dissatisfied,Noise or pollution (if using generator),"Fridge, Mobile phone charger, Fan",1000 W,Rarely,"₦7,000",₦1000,POS/Mobile App,Monthly,Rent an additional battery,Appealing,Lower rental cost due to shared surplus,"Maintenance/damage responsibility, Unreliable availability of charged units, High daily cost compared to current method",Probably would recommend,None,Yes,None,photo_055.jpg,9.202633732,7.260446713,521.7442108,12.88896516
ID-056,MSME,Top Mart,"Abuja FCT, Nigeria",Workshop,,Just me (sole proprietor),,"₦250,000–₦500,000",Fossil generator,11–18,More than 6 hours,"More than ₦5,000","More than ₦5,000",Very satisfied,Unreliable availability of charged units,"Fridge, Mobile phone charger",100 W,1–3 times per week,"₦3,000",₦500,POS/Mobile App,Monthly,Top up with generator/fuel,Not appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly","Difficulty/delay in exchanging batteries, Unreliable availability of charged units",Definitely would recommend,Better monitoring,Yes,None,photo_056.jpg,9.353952063,7.216309293,537.5780147,14.87117033
ID-057,MSME,Capital Mart,"Abuja FCT, Nigeria",Office/Consulting,,10-Jun,,"₦500,000–₦1,000,000",Fossil generator,5–10,Daily outages,"₦1,000–₦3,000","More than ₦5,000",Very satisfied,Insufficient capacity to power all devices,"Fridge, Fan, Machinery, POS terminal, Lights",200 W,Rarely,"₦5,000",₦500,Cash,Monthly,Switch back to current method,Moderately appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus",Maintenance/damage responsibility,Would not recommend,Faster exchange,No,-,photo_057.jpg,9.450022856,7.375047444,504.9187101,18.65119253
ID-058,MSME,Green Foods,"Abuja FCT, Nigeria",Office/Consulting,,20-Nov,,"Above ₦1,000,000",Mixed sources,11–18,More than 6 hours,"₦3,000–₦5,000","More than ₦5,000",Very dissatisfied,Noise or pollution (if using generator),"Fan, Lights, Machinery, Fridge, POS terminal",2000 W,Every day,"₦3,000",₦500,POS/Mobile App,Pay-as-you-use,Rent an additional battery,Moderately appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus",Maintenance/damage responsibility,Probably would recommend,More flexibility,Yes,I don’t know,photo_058.jpg,9.242287098,7.270614483,511.4880462,16.49800333
ID-059,Workshop,Prime Mart,"Abuja FCT, Nigeria",Office/Consulting,,More than 20,,"₦250,000–₦500,000",Fossil generator,11–18,2–4 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Dissatisfied,High daily cost compared to current method,"Fridge, Machinery, TV",300 W,4–6 times per week,"₦7,000",₦300,POS/Mobile App,Daily,Rent an additional battery,Not appealing,Reliable service (24/7 availability),"Unreliable availability of charged units, High daily cost compared to current method, Difficulty/delay in exchanging batteries",Definitely would recommend,Better monitoring,Yes,Beyond,photo_059.jpg,9.067111215,7.662044691,525.0255045,16.27354669
ID-060,Workshop,Unity Foods,"Abuja FCT, Nigeria",Mobile Trader,,Just me (sole proprietor),,"₦250,000–₦500,000",Solar,5–10,2–4 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Very satisfied,Noise or pollution (if using generator),"Lights, Mobile phone charger",300 W,Every day,"₦5,000",₦500,POS/Mobile App,Monthly,Top up with generator/fuel,Slightly appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","High daily cost compared to current method, Unreliable availability of charged units",Would not recommend,Better monitoring,No,I don’t know,photo_060.jpg,9.186544085,7.280854529,547.1618738,15.77857216
ID-061,MSME,Green Foods,"Abuja FCT, Nigeria",Restaurant/Catering,,20-Nov,,"₦50,000–₦250,000",None,11–18,Daily outages,"₦1,000–₦3,000","₦3,000–₦5,000",Very satisfied,Insufficient capacity to power all devices,"TV, Machinery, POS terminal, Mobile phone charger",100 W,4–6 times per week,"₦5,000",₦1000,POS/Mobile App,Pay-as-you-use,Top up with generator/fuel,Slightly appealing,Reliable service (24/7 availability),"Maintenance/damage responsibility, Unreliable availability of charged units, Insufficient capacity to power all devices",Probably would recommend,None,Yes,None,photo_061.jpg,9.036207949,7.35701584,549.4752514,19.67824288
ID-062,Household (non-business),,"Abuja FCT, Nigeria",Restaurant/Catering,4,,"₦20,000–₦50,000",,None,5–10,More than 6 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very satisfied,High daily cost compared to current method,"Machinery, TV, Mobile phone charger, Fridge, Lights",200 W,Rarely,"₦7,000",₦500,POS/Mobile App,Daily,Rent an additional battery,Slightly appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","Difficulty/delay in exchanging batteries, Insufficient capacity to power all devices, High daily cost compared to current method",Would not recommend,More flexibility,No,Beyond,photo_062.jpg,9.395897447,7.530700051,506.1504619,16.03880274
ID-063,Household (non-business),,"Abuja FCT, Nigeria",Restaurant/Catering,3,,"₦100,000–₦200,000",,None,0–4,More than 6 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Satisfied,Insufficient capacity to power all devices,"Fan, Fridge, Machinery, TV, Lights",2000 W,Every day,"₦3,000",₦300,Cash,Daily,Top up with generator/fuel,Slightly appealing,Ability to charge/discharge flexibly,"Unreliable availability of charged units, Insufficient capacity to power all devices, Difficulty/delay in exchanging batteries",Probably would recommend,Lower cost,Yes,None,photo_063.jpg,9.169817653,7.209508008,501.0119012,14.5307989
ID-064,Workshop,Top Foods,"Abuja FCT, Nigeria",Workshop,,20-Nov,,"₦500,000–₦1,000,000",None,0–4,2–4 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very satisfied,High daily cost compared to current method,"Mobile phone charger, Machinery, POS terminal, Fridge, Lights",1000 W,4–6 times per week,"₦5,000",₦1000,POS/Mobile App,Pay-as-you-use,Top up with generator/fuel,Slightly appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","Insufficient capacity to power all devices, High daily cost compared to current method, Maintenance/damage responsibility",Definitely would recommend,Lower cost,No,I don’t know,photo_064.jpg,9.240500149,7.601418957,536.1646213,15.16414787
ID-065,Household (non-business),,"Abuja FCT, Nigeria",Mobile Trader,3,,"₦100,000–₦200,000",,None,5–10,More than 6 hours,"₦3,000–₦5,000","More than ₦5,000",Satisfied,Insufficient capacity to power all devices,"Machinery, Mobile phone charger, Fridge, Lights",500 W,Every day,"₦4,000",₦300,Bank transfer,Daily,Top up with generator/fuel,Slightly appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability)",Maintenance/damage responsibility,Would not recommend,Better monitoring,Yes,None,photo_065.jpg,9.122769541,7.520425429,518.5886799,10.12674073
ID-066,Workshop,Capital Collections,"Abuja FCT, Nigeria",Restaurant/Catering,,Just me (sole proprietor),,"₦50,000–₦250,000",Mixed sources,11–18,Daily outages,"₦1,000–₦3,000","₦1,000–₦3,000",Satisfied,Insufficient capacity to power all devices,"TV, Mobile phone charger",200 W,1–3 times per week,"₦4,000",₦300,POS/Mobile App,Monthly,Top up with generator/fuel,Appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","Insufficient capacity to power all devices, Unreliable availability of charged units",Definitely would recommend,Faster exchange,No,Beyond,photo_066.jpg,9.358075375,7.218737559,500.506145,14.00975033
ID-067,MSME,Top Tech,"Abuja FCT, Nigeria",Office/Consulting,,10-Jun,,"₦500,000–₦1,000,000",Solar,5–10,Daily outages,"₦1,000–₦3,000","More than ₦5,000",Dissatisfied,Insufficient capacity to power all devices,"Fan, Machinery, TV",200 W,Rarely,"₦5,000",₦1000,Bank transfer,Monthly,Rent an additional battery,Appealing,Lower rental cost due to shared surplus,"Difficulty/delay in exchanging batteries, High daily cost compared to current method",Would not recommend,Faster exchange,No,None,photo_067.jpg,9.422473324,7.767968645,526.5229027,16.2808551
ID-068,Household (non-business),,"Abuja FCT, Nigeria",Repair/Services,5,,"₦100,000–₦200,000",,Mixed sources,11–18,Daily outages,"₦1,000–₦3,000","₦1,000–₦3,000",Satisfied,Insufficient capacity to power all devices,"Lights, Mobile phone charger",200 W,Rarely,"₦5,000",₦300,Bank transfer,Daily,Switch back to current method,Slightly appealing,Reliable service (24/7 availability),Maintenance/damage responsibility,Would not recommend,None,Yes,I don’t know,photo_068.jpg,9.096746572,7.761133175,526.3503162,18.56066164
ID-069,Workshop,Unity Solutions,"Abuja FCT, Nigeria",Retail Shop,,5-Feb,,"₦500,000–₦1,000,000",Mixed sources,11–18,2–4 hours,"More than ₦5,000","More than ₦5,000",Satisfied,High daily cost compared to current method,"Fan, Mobile phone charger, Lights, Fridge",100 W,Rarely,"₦6,000",₦500,Bank transfer,Weekly,Rent an additional battery,Moderately appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly, Lower rental cost due to shared surplus","Difficulty/delay in exchanging batteries, Maintenance/damage responsibility, Insufficient capacity to power all devices",Definitely would recommend,Lower cost,No,-,photo_069.jpg,9.166587896,7.306900191,542.2522497,13.00832739
ID-070,Workshop,Prime Tech,"Abuja FCT, Nigeria",Mobile Trader,,More than 20,,"₦50,000–₦250,000",Mixed sources,11–18,More than 6 hours,"₦3,000–₦5,000","More than ₦5,000",Satisfied,Unreliable availability of charged units,"Fridge, POS terminal, Fan",100 W,4–6 times per week,"₦7,000",₦1000,Bank transfer,Monthly,Switch back to current method,Appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability)","High daily cost compared to current method, Insufficient capacity to power all devices, Unreliable availability of charged units",Would not recommend,None,No,I don’t know,photo_070.jpg,9.340784147,7.45413229,532.6541162,16.97465436
